file,path,ncloc,lines,functions,bugs,vulnerabilities,code_smells,violations,complexity,cognitive_complexity,duplicated_lines_density,duplicated_blocks,comment_lines_density,sqale_index
ShoppingCart.py,ShoppingCart.py,7,58,5,,,,,5,,,,85.7,
SignInSystem.py,SignInSystem.py,8,71,6,,,,,6,,,,87.7,
Snake.py,Snake.py,14,67,5,,,3,3,5,,,,75.4,6
SplitSentence.py,SplitSentence.py,16,38,3,,,,,5,3,,,52.9,
SQLGenerator.py,SQLGenerator.py,9,70,7,,,,,7,,,,85.5,
SQLQueryBuilder.py,SQLQueryBuilder.py,9,50,4,,,,,4,,,,80.0,
Statistics3.py,Statistics3.py,60,108,7,,,2,2,14,12,,,39.4,10
StockPortfolioTracker.py,StockPortfolioTracker.py,49,96,8,,,1,1,20,20,,,44.3,5
StudentDatabaseProcessor.py,StudentDatabaseProcessor.py,8,54,5,,,,,5,,,,83.3,
TextFileProcessor.py,TextFileProcessor.py,8,55,5,,,,,5,,,,83.7,
Thermostat.py,Thermostat.py,13,80,8,,,,,8,,,,81.7,
TicTacToe.py,TicTacToe.py,17,41,4,,,1,1,10,5,,,54.1,2
TimeUtils.py,TimeUtils.py,24,76,8,,,,,8,,,,64.2,
TriCalculator.py,TriCalculator.py,9,58,6,,,1,1,6,,,,81.6,5
TwentyFourPointGame.py,TwentyFourPointGame.py,21,51,5,,,2,2,5,2,,,48.8,10
URLHandler.py,URLHandler.py,20,53,6,,,,,6,,,,56.5,
UrlPath.py,UrlPath.py,16,41,4,,,,,5,1,,,55.6,
UserLoginDB.py,UserLoginDB.py,21,61,6,,,,,6,,,,61.1,
VectorUtil.py,VectorUtil.py,12,62,4,,,,,4,,,,77.8,
VendingMachine.py,VendingMachine.py,33,72,6,,,,,11,11,,,50.0,
Warehouse.py,Warehouse.py,10,90,7,,,,,7,,,,88.2,
WeatherSystem.py,WeatherSystem.py,23,53,5,,,,,7,5,,,52.1,
Words2Numbers.py,Words2Numbers.py,42,72,3,,,2,2,16,24,,,34.4,26
XMLProcessor.py,XMLProcessor.py,35,68,5,,,2,2,8,6,,,42.6,10
ZipFileProcessor.py,ZipFileProcessor.py,8,51,5,,,,,5,,,,81.8,
