file,path,ncloc,lines,functions,bugs,vulnerabilities,code_smells,violations,complexity,cognitive_complexity,duplicated_lines_density,duplicated_blocks,comment_lines_density,sqale_index
OrderError.py,OrderError.py,18,46,3,,,,,6,3,,,55.0,
PageUtilFail.py,PageUtilFail.py,41,70,4,,,,,6,3,,,35.9,
PDFHandlerError.py,PDFHandlerError.py,16,41,3,,,,,5,2,,,55.6,
PersonRequestSuccess.py,PersonRequestSuccess.py,17,48,4,,,7,7,10,5,,,58.5,26
PushBoxGameError.py,PushBoxGameError.py,27,50,2,,,,,6,9,,,38.6,
RegexUtilsError.py,RegexUtilsError.py,18,76,8,,,,,8,,,,72.7,
RPGCharacterFail.py,RPGCharacterFail.py,27,85,6,,,,,8,2,,,64.9,
ServerFail.py,ServerFail.py,31,72,6,,,,,11,9,,,50.0,
ShoppingCartSuccess.py,ShoppingCartSuccess.py,23,67,5,,,1,1,9,7,,,61.0,5
SignInSystemError.py,SignInSystemError.py,26,61,5,,,,,10,9,,,50.0,
SnakeError.py,SnakeError.py,34,63,4,,,3,3,8,7,,,39.3,6
SplitSentencePartialSuccess.py,SplitSentencePartialSuccess.py,,11,,,,,,,,,,,
SQLGeneratorError.py,SQLGeneratorError.py,10,47,4,,,,,4,,,,74.4,
SQLQueryBuilderError.py,SQLQueryBuilderError.py,9,19,1,,,1,1,3,3,,,25.0,5
Statistics3Error.py,Statistics3Error.py,,56,,,,,,,,,,,
StockPortfolioTrackerError.py,StockPortfolioTrackerError.py,,94,,,,,,,,,,,
StudentDatabaseProcessorError.py,StudentDatabaseProcessorError.py,13,43,4,,,,,4,,,,62.9,
TextFileProcessorError.py,TextFileProcessorError.py,21,69,5,,,,,6,,,,66.1,
ThermostatError.py,ThermostatError.py,15,61,6,,,,,6,,,,71.7,
TicTacToeFail.py,TicTacToeFail.py,31,62,4,,,1,1,18,24,,,44.6,2
TimeUtilsSuccess.py,TimeUtilsSuccess.py,25,93,8,,,1,1,8,,,,69.9,5
