file,path,ncloc,lines,functions,bugs,vulnerabilities,code_smells,violations,complexity,cognitive_complexity,duplicated_lines_density,duplicated_blocks,comment_lines_density,sqale_index
NumberWordFormatterUnknown.py,NumberWordFormatterUnknown.py,271,328,6,4,,3,7,131,139,22.6,5,14.5,109
NumericEntityUnescaperError.py,NumericEntityUnescaperError.py,4,19,2,,,1,1,2,,,,75.0,5
NumericEntityUnescaperUnknown.py,NumericEntityUnescaperUnknown.py,6,32,3,,,2,2,4,1,,,76.9,10
OrderFail.py,OrderFail.py,21,47,2,,,,,5,5,97.9,1,51.2,
OrderUnknown.py,OrderUnknown.py,32,85,4,,,,,9,8,54.1,1,58.4,
PageUtilError.py,PageUtilError.py,18,38,2,,,,,5,3,97.4,1,48.6,
PageUtilUnknown.py,PageUtilUnknown.py,220,272,4,,,1,1,10,6,75.0,3,17.6,5
PDFHandlerError.py,PDFHandlerError.py,11,30,2,,,,,3,1,,,59.3,
PDFHandlerUnknown.py,PDFHandlerUnknown.py,16,43,3,,,,,5,2,,,59.0,
PersonRequestFail.py,PersonRequestFail.py,9,29,2,,,3,3,3,1,,,60.9,9
PersonRequestUnknown.py,PersonRequestUnknown.py,17,53,4,,,7,7,8,4,,,58.5,26
PushBoxGameError.py,PushBoxGameError.py,28,62,2,,,,,8,10,96.8,1,48.1,
PushBoxGameUnknown.py,PushBoxGameUnknown.py,51,125,4,,,,,16,19,48.0,1,52.8,
RegexUtilsFail.py,RegexUtilsFail.py,5,19,1,,,,,1,,,,70.6,
RegexUtilsUnknown.py,RegexUtilsUnknown.py,32,128,10,,,,,10,,,,72.6,
RPGCharacterError.py,RPGCharacterError.py,18,41,2,,,,,3,2,,,52.6,
RPGCharacterUnknown.py,RPGCharacterUnknown.py,,105,,,,,,,,,,,
ServerFail.py,ServerFail.py,11,31,2,,,,,3,2,,,56.0,
ServerUnknown.py,ServerUnknown.py,35,94,6,,,,,11,11,,,56.3,
ShoppingCartSuccess.py,ShoppingCartSuccess.py,5,26,2,,,,,2,,,,76.2,
ShoppingCartUnknown.py,ShoppingCartUnknown.py,14,70,5,,,,,6,1,,,75.0,
SignInSystemFail.py,SignInSystemFail.py,9,29,2,,,,,3,2,,,64.0,
SignInSystemUnknown.py,SignInSystemUnknown.py,31,104,6,,,,,13,12,,,64.8,
SnakeError.py,SnakeError.py,19,43,2,,,3,3,3,2,97.7,1,50.0,6
SnakeUnknown.py,SnakeUnknown.py,30,84,5,,,3,3,6,2,50.0,1,58.9,6
SplitSentenceFail.py,SplitSentenceFail.py,,10,,,,,,,,,,,
SplitSentenceUnknown.py,SplitSentenceUnknown.py,,10,,,,,,,,,,,
SQLGeneratorFail.py,SQLGeneratorFail.py,8,27,2,,,,,4,2,,,66.7,
SQLGeneratorUnknown.py,SQLGeneratorUnknown.py,25,89,7,,,,,10,3,,,67.9,
SQLQueryBuilderFail.py,SQLQueryBuilderFail.py,2,16,1,,,1,1,1,,,,85.7,5
SQLQueryBuilderUnknown.py,SQLQueryBuilderUnknown.py,5,46,4,,,4,4,4,,,,87.8,20
Statistics3Error.py,Statistics3Error.py,9,23,1,,,1,1,2,2,,,57.1,5
Statistics3Unknown.py,Statistics3Unknown.py,54,129,7,,,13,13,17,17,,,55.4,65
StockPortfolioTrackerError.py,StockPortfolioTrackerError.py,8,26,2,,,,,3,1,,,65.2,
StockPortfolioTrackerUnknown.py,StockPortfolioTrackerUnknown.py,36,128,8,,,,,15,7,,,68.4,
StudentDatabaseProcessorFail.py,StudentDatabaseProcessorFail.py,10,26,2,,,,,2,,,,56.5,
StudentDatabaseProcessorUnknown.py,StudentDatabaseProcessorUnknown.py,29,78,5,,,,,5,,,,58.0,
TextFileProcessorError.py,TextFileProcessorError.py,8,29,2,,,,,2,,,,68.0,
TextFileProcessorUnknown.py,TextFileProcessorUnknown.py,25,81,5,,,1,1,7,4,,,62.1,5
ThermostatError.py,ThermostatError.py,8,27,2,,,,,2,,,,65.2,
ThermostatUnknown.py,ThermostatUnknown.py,31,108,8,,,,,12,6,,,65.2,
TicTacToeError.py,TicTacToeError.py,,29,,,,,,,,,,,
TicTacToeUnknown.py,TicTacToeUnknown.py,,64,,,,,,,,,,,
TimeUtilsFail.py,TimeUtilsFail.py,7,24,2,,,,,2,,,,65.0,
TimeUtilsUnknown.py,TimeUtilsUnknown.py,22,103,8,,,,,8,,,,72.5,
TriCalculatorError.py,TriCalculatorError.py,7,21,2,,,1,1,2,,,,61.1,5
TriCalculatorUnknown.py,TriCalculatorUnknown.py,21,72,6,,,1,1,6,,,,65.6,5
TwentyFourPointGameError.py,TwentyFourPointGameError.py,9,19,2,,,1,1,3,1,,,40.0,5
TwentyFourPointGameUnknown.py,TwentyFourPointGameUnknown.py,,244,,,,,,,,,,,
URLHandlerError.py,URLHandlerError.py,6,22,2,,,,,2,,,,68.4,
URLHandlerUnknown.py,URLHandlerUnknown.py,19,71,6,,,,,6,,,,68.3,
UrlPathFail.py,UrlPathFail.py,8,26,2,,,,,2,,,,65.2,
UrlPathUnknown.py,UrlPathUnknown.py,12,52,4,,,1,1,4,,,,73.3,5
UserLoginDBFail.py,UserLoginDBFail.py,9,28,2,,,,,2,,,,64.0,
UserLoginDBUnknown.py,UserLoginDBUnknown.py,21,76,5,,,,,5,,,,68.7,
VectorUtilError.py,VectorUtilError.py,5,20,1,,,1,1,1,,,,72.2,5
VectorUtilUnknown.py,VectorUtilUnknown.py,8,58,4,,,4,4,4,,,,84.0,20
VendingMachineFail.py,VendingMachineFail.py,8,29,2,,,,,2,,,,69.2,
VendingMachineUnknown.py,VendingMachineUnknown.py,39,114,6,,,,,11,12,,,62.1,
WarehouseError.py,WarehouseError.py,10,33,2,,,,,3,2,,,68.8,
WarehouseUnknown.py,WarehouseUnknown.py,46,132,7,,,,,14,15,,,62.0,
WeatherSystemError.py,WeatherSystemError.py,12,32,2,,,,,2,,96.9,1,58.6,
WeatherSystemUnknown.py,WeatherSystemUnknown.py,24,75,5,,,,,5,,41.3,1,65.2,
Words2NumbersError.py,Words2NumbersError.py,54,74,2,,,3,3,15,16,98.6,2,20.6,15
Words2NumbersUnknown.py,Words2NumbersUnknown.py,89,119,3,,,6,6,25,28,84.9,3,19.8,30
XMLProcessorError.py,XMLProcessorError.py,9,27,2,,,,,2,,,,62.5,
XMLProcessorUnknown.py,XMLProcessorUnknown.py,23,80,5,,,,,6,1,,,67.6,
ZipFileProcessorSuccess.py,ZipFileProcessorSuccess.py,7,23,2,,,,,2,,,,65.0,
ZipFileProcessorUnknown.py,ZipFileProcessorUnknown.py,21,63,5,,,,,6,1,,,63.2,
