file,path,ncloc,lines,functions,bugs,vulnerabilities,code_smells,violations,complexity,cognitive_complexity,duplicated_lines_density,duplicated_blocks,comment_lines_density,sqale_index
PDFHandlerError.py,PDFHandlerError.py,16,43,3,,,,,5,2,,,59.0,
PersonRequestFail.py,PersonRequestFail.py,20,53,4,,,7,7,7,6,,,54.5,26
PushBoxGameError.py,PushBoxGameError.py,62,135,5,,,1,1,18,27,,,51.9,5
RegexUtilsError.py,RegexUtilsError.py,58,236,20,,,4,4,20,,,,72.8,27
RPGCharacterError.py,RPGCharacterError.py,,91,,,,,,,,,,,
ServerFail.py,ServerFail.py,44,98,6,,,,,11,11,,,50.6,
ShoppingCartSuccess.py,ShoppingCartSuccess.py,19,68,5,,,,,7,2,,,68.9,
SignInSystemPartialSuccess.py,SignInSystemPartialSuccess.py,33,109,7,,,,,12,6,,,67.3,
SnakeError.py,SnakeError.py,,135,,,,,,,,,,,
SplitSentenceFail.py,SplitSentenceFail.py,,9,,,,,,,,,,,
SQLGeneratorFail.py,SQLGeneratorFail.py,29,107,9,,,2,2,11,2,,,70.1,14
SQLQueryBuilderError.py,SQLQueryBuilderError.py,,91,,,,,,,,,,,
Statistics3Error.py,Statistics3Error.py,65,161,9,,,13,13,23,19,,,56.7,85
StockPortfolioTrackerError.py,StockPortfolioTrackerError.py,41,143,9,,,,,12,3,,,68.9,
StudentDatabaseProcessorError.py,StudentDatabaseProcessorError.py,28,74,5,,,,,5,,,,58.8,
TextFileProcessorError.py,TextFileProcessorError.py,19,66,5,,,,,5,1,,,68.3,
ThermostatError.py,ThermostatError.py,50,164,11,,,,,20,13,,,62.4,
TicTacToeFail.py,TicTacToeFail.py,23,60,4,,,1,1,11,13,,,58.2,2
TimeUtilsError.py,TimeUtilsError.py,32,99,8,,,,,8,,,,64.4,
TriCalculatorError.py,TriCalculatorError.py,24,87,8,,,2,2,8,,,,69.2,20
TwentyFourPointGameError.py,TwentyFourPointGameError.py,187,227,5,2,,1,3,6,1,75.3,2,15.0,5
URLHandlerError.py,URLHandlerError.py,18,66,6,,,,,6,,,,69.5,
UrlPathError.py,UrlPathError.py,,195,,,,,,,,,,,
UserLoginDBError.py,UserLoginDBError.py,30,93,6,,,,,7,2,,,65.1,
VectorUtilError.py,VectorUtilError.py,,79,,,,,,,,,,,
VendingMachineFail.py,VendingMachineFail.py,39,122,7,,,,,11,7,,,65.8,
WarehouseError.py,WarehouseError.py,48,131,7,,,,,15,16,,,61.0,
WeatherSystemFail.py,WeatherSystemFail.py,21,72,5,,,,,5,,,,68.2,
Words2NumbersError.py,Words2NumbersError.py,67,96,3,,,3,3,17,24,,,24.7,17
XMLProcessorError.py,XMLProcessorError.py,22,76,5,,,,,6,1,,,68.6,
ZipFileProcessorError.py,ZipFileProcessorError.py,19,61,5,,,,,6,1,,,65.5,
